,diff_type,diff_mean
0,14_00001413_s001_t000_1_bs,31.9251929759954
1,14_00001413_s001_t000_1_bs_ov100,0.0
2,14_00001413_s001_t000_1_bs_ov120,0.0
3,14_00001413_s001_t000_1_bs_0,13.795399564487695
4,14_00001413_s001_t000_1_bs_mode0,4.593569793701221
5,14_00001413_s001_t000_1_bs_0_r,1.0499795487723504
6,14_00001413_s001_t000_1_s,43.082547279684164
7,14_00001413_s001_t000_1_s_ov100,1.0
8,14_00001413_s001_t000_1_s_ov120,0.0
9,14_00001413_s001_t000_1_s_0,24.95275386817646
10,14_00001413_s001_t000_1_s_mode0,15.750924097389984
11,14_00001413_s001_t000_1_s_0_r,1.3017000478403842
12,14_00001413_s001_t000_1_basale_0,-18.129793411507706
13,14_00001413_s001_t000_2_s_0,19.444045627366847
14,14_00001413_s001_t000_2_s_mode0,10.242215856580373
15,14_00001413_s001_t000_2_s_0_r,1.2350950731521761
16,14_00001413_s001_t000_3_bs_0,13.989678219214412
17,14_00001413_s001_t000_3_bs_mode0,4.787848448427937
18,14_00001413_s001_t000_3_bs_0_r,1.0520933643744679
19,14_00001413_s001_t000_3_s_0,24.374181994372847
20,14_00001413_s001_t000_3_s_mode0,15.172352223586373
21,14_00001413_s001_t000_3_s_0_r,1.2947046210859743
22,14_00001413_s002_t001_4_bs_0,9.759315101707614
23,14_00001413_s002_t001_4_bs_mode0,0.5574853309211392
24,14_00001413_s002_t001_4_bs_0_r,1.0060656235864422
25,14_00001413_s002_t001_4_s_0,15.057693930213276
26,14_00001413_s002_t001_4_s_mode0,5.855864159426801
27,14_00001413_s002_t001_4_s_0_r,1.1820603450469254
28,14_00001413_s002_t001_5_s_0,23.973517516115294
29,14_00001413_s002_t001_5_s_mode0,14.77168774532882
30,14_00001413_s002_t001_5_s_0_r,1.289860246276811
31,14_00001413_s002_t001_6_bs_0,8.563059602445904
32,14_00001413_s002_t001_6_bs_mode0,-0.6387701683405709
33,14_00001413_s002_t001_6_bs_0_r,0.9930499706727702
34,14_00001413_s002_t001_6_s_0,12.122108042942216
35,14_00001413_s002_t001_6_s_mode0,2.920278272155741
36,14_00001413_s002_t001_6_s_0_r,1.1465666112767714
37,14_00001413_s002_t001_7_bs,1.5342280863180946
38,14_00001413_s002_t001_7_bs_ov100,0.0
39,14_00001413_s002_t001_7_bs_ov120,0.0
40,14_00001413_s002_t001_7_bs_0,14.579315760697227
41,14_00001413_s002_t001_7_bs_mode0,5.3774859899107526
42,14_00001413_s002_t001_7_bs_0_r,1.0585088145768267
43,14_00001413_s002_t001_7_s,0.15942557269575275
44,14_00001413_s002_t001_7_s_ov100,0.0
45,14_00001413_s002_t001_7_s_ov120,0.0
46,14_00001413_s002_t001_7_s_0,13.204513247074885
47,14_00001413_s002_t001_7_s_mode0,4.002683476288411
48,14_00001413_s002_t001_7_s_0_r,1.159653812136232
49,14_00001413_s002_t001_7_basale_0,13.045087674379133
50,14_00001413_s002_t001_8_bs_0,13.56920959635164
51,14_00001413_s002_t001_8_bs_mode0,4.367379825565166
52,14_00001413_s002_t001_8_bs_0_r,1.0475185275944916
53,14_00001413_s002_t001_8_s_0,13.794681016699727
54,14_00001413_s002_t001_8_s_mode0,4.592851245913252
