,diff_type,diff_mean
0,14_00001413_s001_t000_1_bs,2.5534490321451955
1,14_00001413_s001_t000_1_bs_ov100,0.0
2,14_00001413_s001_t000_1_bs_ov120,0.0
3,14_00001413_s001_t000_1_bs_0,15.327468983774807
4,14_00001413_s001_t000_1_bs_mode0,6.125639212988332
5,14_00001413_s001_t000_1_bs_0_r,1.0666489674821487
6,14_00001413_s001_t000_1_s,12.178733916546847
7,14_00001413_s001_t000_1_s_ov100,1.0
8,14_00001413_s001_t000_1_s_ov120,0.0
9,14_00001413_s001_t000_1_s_0,24.95275386817646
10,14_00001413_s001_t000_1_s_mode0,15.750924097389984
11,14_00001413_s001_t000_1_s_0_r,1.3017000478403842
12,14_00001413_s001_t000_1_basale_0,12.774019951629612
13,14_00001413_s001_t000_2_s_0,19.444045627366847
14,14_00001413_s001_t000_2_s_mode0,10.242215856580373
15,14_00001413_s001_t000_2_s_0_r,1.2350950731521761
16,14_00001413_s001_t000_3_bs,-0.6899878781357245
17,14_00001413_s001_t000_3_bs_ov100,0.0
18,14_00001413_s001_t000_3_bs_ov120,0.0
19,14_00001413_s001_t000_3_bs_0,13.575685492332994
20,14_00001413_s001_t000_3_bs_mode0,4.373855721546519
21,14_00001413_s001_t000_3_bs_0_r,1.0475889874707056
22,14_00001413_s001_t000_3_s,10.108508623904129
23,14_00001413_s001_t000_3_s_ov100,1.0
24,14_00001413_s001_t000_3_s_ov120,0.0
25,14_00001413_s001_t000_3_s_0,24.374181994372847
26,14_00001413_s001_t000_3_s_mode0,15.172352223586373
27,14_00001413_s001_t000_3_s_0_r,1.2947046210859743
28,14_00001413_s001_t000_3_basale_0,14.265673370468718
29,14_00001413_s002_t001_4_bs,1.6239504629538146
30,14_00001413_s002_t001_4_bs_ov100,0.0
31,14_00001413_s002_t001_4_bs_ov120,0.0
32,14_00001413_s002_t001_4_bs_0,10.535987062250726
33,14_00001413_s002_t001_4_bs_mode0,1.3341572914642512
34,14_00001413_s002_t001_4_bs_0_r,1.0145160697264595
35,14_00001413_s002_t001_4_s,6.1456573309163645
36,14_00001413_s002_t001_4_s_ov100,0.0
37,14_00001413_s002_t001_4_s_ov120,0.0
38,14_00001413_s002_t001_4_s_0,15.057693930213276
39,14_00001413_s002_t001_4_s_mode0,5.855864159426801
40,14_00001413_s002_t001_4_s_0_r,1.1820603450469254
41,14_00001413_s002_t001_4_basale_0,8.912036599296911
42,14_00001413_s002_t001_5_s_0,23.973517516115294
43,14_00001413_s002_t001_5_s_mode0,14.77168774532882
44,14_00001413_s002_t001_5_s_0_r,1.289860246276811
45,14_00001413_s002_t001_6_bs_0,8.563059602445904
46,14_00001413_s002_t001_6_bs_mode0,-0.6387701683405709
47,14_00001413_s002_t001_6_bs_0_r,0.9930499706727702
48,14_00001413_s002_t001_6_s_0,12.122108042942216
49,14_00001413_s002_t001_6_s_mode0,2.920278272155741
50,14_00001413_s002_t001_6_s_0_r,1.1465666112767714
51,14_00001413_s002_t001_7_bs,-0.6064071617606004
52,14_00001413_s002_t001_7_bs_ov100,0.0
53,14_00001413_s002_t001_7_bs_ov120,0.0
54,14_00001413_s002_t001_7_bs_0,14.215471463640867
55,14_00001413_s002_t001_7_bs_mode0,5.013641692854392
56,14_00001413_s002_t001_7_bs_0_r,1.0545500690680056
57,14_00001413_s002_t001_7_s,-1.617365378326582
58,14_00001413_s002_t001_7_s_ov100,0.0
59,14_00001413_s002_t001_7_s_ov120,0.0
60,14_00001413_s002_t001_7_s_0,13.204513247074885
61,14_00001413_s002_t001_7_s_mode0,4.002683476288411
62,14_00001413_s002_t001_7_s_0_r,1.159653812136232
63,14_00001413_s002_t001_7_basale_0,14.821878625401467
64,14_00001413_s002_t001_8_bs,-1.4989731450739043
65,14_00001413_s002_t001_8_bs_ov100,0.0
66,14_00001413_s002_t001_8_bs_ov120,0.0
67,14_00001413_s002_t001_8_bs_0,12.92679253417711
68,14_00001413_s002_t001_8_bs_mode0,3.7249627633906357
69,14_00001413_s002_t001_8_bs_0_r,1.040528818864003
70,14_00001413_s002_t001_8_s,-0.631084662551288
71,14_00001413_s002_t001_8_s_ov100,0.0
72,14_00001413_s002_t001_8_s_ov120,0.0
73,14_00001413_s002_t001_8_s_0,13.794681016699727
74,14_00001413_s002_t001_8_s_mode0,4.592851245913252
75,14_00001413_s002_t001_8_s_0_r,1.1667894431479557
76,14_00001413_s002_t001_8_basale_0,14.425765679251015
77,14_00001413_s003_t001_10_bs_0,6.886521645186477
78,14_00001413_s003_t001_10_bs_mode0,-2.315308125599998
79,14_00001413_s003_t001_10_bs_0_r,0.97480868679842
80,14_00001413_s003_t001_10_s_0,16.839106057702367
81,14_00001413_s003_t001_10_s_mode0,7.637276286915892
82,14_00001413_s003_t001_10_s_0_r,1.2035991349907615
83,14_00001413_s003_t001_11_bs_0,9.039633239094385
84,14_00001413_s003_t001_11_bs_mode0,-0.16219653169208925
85,14_00001413_s003_t001_11_bs_0_r,0.9982352484384744
86,14_00001413_s003_t001_11_s_0,15.655838611777739
