,diff_type,diff_mean
0,14_00001413_s001_t000_1_bs,3.3560696949692783
1,14_00001413_s001_t000_1_bs_ov100,0.0
2,14_00001413_s001_t000_1_bs_ov120,0.0
3,14_00001413_s001_t000_1_bs_0,13.268355495037042
4,14_00001413_s001_t000_1_bs_mode0,4.0665257242505675
5,14_00001413_s001_t000_1_bs_0_r,1.044245136113506
6,14_00001413_s001_t000_1_s,15.040468068108694
7,14_00001413_s001_t000_1_s_ov100,1.0
8,14_00001413_s001_t000_1_s_ov120,0.0
9,14_00001413_s001_t000_1_s_0,24.95275386817646
10,14_00001413_s001_t000_1_s_mode0,15.750924097389984
11,14_00001413_s001_t000_1_s_0_r,1.3017000478403842
12,14_00001413_s001_t000_1_basale_0,9.912285800067764
13,14_00001413_s001_t000_2_s_0,19.444045627366847
14,14_00001413_s001_t000_2_s_mode0,10.242215856580373
15,14_00001413_s001_t000_2_s_0_r,1.2350950731521761
16,14_00001413_s001_t000_3_bs,-1.2242863541658835
17,14_00001413_s001_t000_3_bs_ov100,0.0
18,14_00001413_s001_t000_3_bs_ov120,0.0
19,14_00001413_s001_t000_3_bs_0,13.639640065376568
20,14_00001413_s001_t000_3_bs_mode0,4.4378102945900935
21,14_00001413_s001_t000_3_bs_0_r,1.0482848342404725
22,14_00001413_s001_t000_3_s,9.510255574830396
23,14_00001413_s001_t000_3_s_ov100,1.0
24,14_00001413_s001_t000_3_s_ov120,0.0
25,14_00001413_s001_t000_3_s_0,24.374181994372847
26,14_00001413_s001_t000_3_s_mode0,15.172352223586373
27,14_00001413_s001_t000_3_s_0_r,1.2947046210859743
28,14_00001413_s001_t000_3_basale_0,14.863926419542452
29,14_00001413_s002_t001_4_bs,6.742227691774559
30,14_00001413_s002_t001_4_bs_ov100,0.0
31,14_00001413_s002_t001_4_bs_ov120,0.0
32,14_00001413_s002_t001_4_bs_0,11.225016773832508
33,14_00001413_s002_t001_4_bs_mode0,2.023187003046033
34,14_00001413_s002_t001_4_bs_0_r,1.0220129393991095
35,14_00001413_s002_t001_4_s,10.574904848155327
36,14_00001413_s002_t001_4_s_ov100,0.0
37,14_00001413_s002_t001_4_s_ov120,0.0
38,14_00001413_s002_t001_4_s_0,15.057693930213276
39,14_00001413_s002_t001_4_s_mode0,5.855864159426801
40,14_00001413_s002_t001_4_s_0_r,1.1820603450469254
41,14_00001413_s002_t001_4_basale_0,4.482789082057948
42,14_00001413_s002_t001_5_s_0,23.973517516115294
43,14_00001413_s002_t001_5_s_mode0,14.77168774532882
44,14_00001413_s002_t001_5_s_0_r,1.289860246276811
45,14_00001413_s002_t001_6_bs_0,8.563059602445904
46,14_00001413_s002_t001_6_bs_mode0,-0.6387701683405709
47,14_00001413_s002_t001_6_bs_0_r,0.9930499706727702
48,14_00001413_s002_t001_6_s_0,12.122108042942216
49,14_00001413_s002_t001_6_s_mode0,2.920278272155741
50,14_00001413_s002_t001_6_s_0_r,1.1465666112767714
51,14_00001413_s002_t001_7_bs,-0.4993358541869384
52,14_00001413_s002_t001_7_bs_ov100,0.0
53,14_00001413_s002_t001_7_bs_ov120,0.0
54,14_00001413_s002_t001_7_bs_0,13.806676540659254
55,14_00001413_s002_t001_7_bs_mode0,4.604846769872779
56,14_00001413_s002_t001_7_bs_0_r,1.0501022459786375
57,14_00001413_s002_t001_7_s,-1.1014991477713068
58,14_00001413_s002_t001_7_s_ov100,0.0
59,14_00001413_s002_t001_7_s_ov120,0.0
60,14_00001413_s002_t001_7_s_0,13.204513247074885
61,14_00001413_s002_t001_7_s_mode0,4.002683476288411
62,14_00001413_s002_t001_7_s_0_r,1.159653812136232
63,14_00001413_s002_t001_7_basale_0,14.306012394846192
64,14_00001413_s002_t001_8_bs,-0.568607275006002
65,14_00001413_s002_t001_8_bs_ov100,0.0
66,14_00001413_s002_t001_8_bs_ov120,0.0
67,14_00001413_s002_t001_8_bs_0,13.487979985636485
68,14_00001413_s002_t001_8_bs_mode0,4.286150214850011
69,14_00001413_s002_t001_8_bs_0_r,1.0466347227383936
70,14_00001413_s002_t001_8_s,-0.26190624394276085
71,14_00001413_s002_t001_8_s_ov100,0.0
72,14_00001413_s002_t001_8_s_ov120,0.0
73,14_00001413_s002_t001_8_s_0,13.794681016699727
74,14_00001413_s002_t001_8_s_mode0,4.592851245913252
75,14_00001413_s002_t001_8_s_0_r,1.1667894431479557
76,14_00001413_s002_t001_8_basale_0,14.056587260642488
77,14_00001413_s003_t001_10_bs_0,6.886521645186477
78,14_00001413_s003_t001_10_bs_mode0,-2.315308125599998
79,14_00001413_s003_t001_10_bs_0_r,0.97480868679842
80,14_00001413_s003_t001_10_s_0,16.839106057702367
81,14_00001413_s003_t001_10_s_mode0,7.637276286915892
82,14_00001413_s003_t001_10_s_0_r,1.2035991349907615
83,14_00001413_s003_t001_11_bs_0,9.039633239094385
84,14_00001413_s003_t001_11_bs_mode0,-0.16219653169208925
85,14_00001413_s003_t001_11_bs_0_r,0.9982352484384744
86,14_00001413_s003_t001_11_s_0,15.655838611777739
87,14_00001413_s003_t001_11_s_mode0,6.454008840991264
88,14_00001413_s003_t001_11_s_0_r,1.1892924237183549
89,14_00001413_s003_t001_9_bs,-0.11396037552886185
90,14_00001413_s003_t001_9_bs_ov100,0.0
91,14_00001413_s003_t001_9_bs_ov120,0.0
92,14_00001413_s003_t001_9_bs_0,11.068017446368728
93,14_00001413_s003_t001_9_bs_mode0,1.8661876755822533
94,14_00001413_s003_t001_9_bs_0_r,1.020304735127355
95,14_00001413_s003_t001_9_s,-0.5200612072656128
96,14_00001413_s003_t001_9_s_ov100,0.0
97,14_00001413_s003_t001_9_s_ov120,0.0
98,14_00001413_s003_t001_9_s_0,10.661916614631977
99,14_00001413_s003_t001_9_s_mode0,1.4600868438455024
100,14_00001413_s003_t001_9_s_0_r,1.128911653186588
101,14_00001413_s003_t001_9_basale_0,11.18197782189759
102,87_00008760_s001_t001_1_bs,5.502575146100924
103,87_00008760_s001_t001_1_bs_ov100,1.0
104,87_00008760_s001_t001_1_bs_ov120,0.0
105,87_00008760_s001_t001_1_bs_0,25.835233425537837
106,87_00008760_s001_t001_1_bs_mode0,26.99161566909055
107,87_00008760_s001_t001_1_bs_0_r,1.3627043377792987
108,87_00008760_s001_t001_1_s,16.94386463491226
109,87_00008760_s001_t001_1_s_ov100,1.0
110,87_00008760_s001_t001_1_s_ov120,0.0
111,87_00008760_s001_t001_1_s_0,37.27652291434917
112,87_00008760_s001_t001_1_s_mode0,38.432905157901885
113,87_00008760_s001_t001_1_s_0_r,1.4932449224630282
114,87_00008760_s001_t001_1_basale_0,20.332658279436913
115,10_00001006_s001_t001_1_bs,0.48380302587725055
116,10_00001006_s001_t001_1_bs_ov100,0.0
117,10_00001006_s001_t001_1_bs_ov120,0.0
118,10_00001006_s001_t001_1_bs_0,7.116451455223029
119,10_00001006_s001_t001_1_bs_mode0,3.682051687880687
120,10_00001006_s001_t001_1_bs_0_r,1.0420045028554874
121,10_00001006_s001_t001_1_s,45.024378887755034
122,10_00001006_s001_t001_1_s_ov100,1.0
123,10_00001006_s001_t001_1_s_ov120,1.0
